transaction_id,reference_id,card_id,amount,transaction_type,processed_at,merchant_id,terminal_id,batch_id,authorization_code,status
TX-PROC-202503110048-711205,TX-POS-202503110048-711205,GC-STORE-0512-9268,1.0,PURCHASE,2025-02-15 18:18:23,STORE-0512,POS-001,BATCH-STORE-0512-20250215-2,W02813,SETTLED
TX-PROC-202503110048-850602,TX-POS-202503110048-850602,3636684757006314,0.0,BALANCE,2025-02-09 09:45:20,STORE-0512,POS-001,BATCH-STORE-0512-20250209-6,359574,SETTLED
TX-PROC-202503110048-833366,TX-POS-202503110048-833366,GC-STORE-0512-4341,3.99,PURCHASE,2025-03-10 13:24:53,STORE-0512,POS-001,BATCH-STORE-0512-20250310-4,O89747,SETTLED
TX-PROC-202503110048-428233,TX-POS-202503110048-428233,3431273005208039,6.0,REFUND,2025-02-09 14:09:08,STORE-0512,POS-004,BATCH-STORE-0512-20250209-7,D19607,SETTLED
TX-PROC-202503110048-163394,TX-POS-202503110048-163394,ZOXX-7330,10.0,REFUND,2025-03-10 13:17:17,STORE-0512,POS-001,BATCH-STORE-0512-20250310-6,OU8232,SETTLED
TX-PROC-202503110048-320945,TX-POS-202503110048-320945,CARD-40456,2.0,PURCHASE,2025-02-10 11:47:26,STORE-0512,POS-005,BATCH-STORE-0512-20250210-4,M17431,SETTLED
TX-PROC-202503110048-755214,TX-POS-202503110048-755214,2115580237008462,18.0,PURCHASE,2025-02-25 11:17:08,STORE-0512,POS-003,BATCH-STORE-0512-20250225-7,NN6815,SETTLED
TX-PROC-202503110048-854095,TX-POS-202503110048-854095,GC-STORE-0512-6475,1.99,PURCHASE,2025-03-03 12:48:57,STORE-0512,POS-004,BATCH-STORE-0512-20250303-2,FD4412,SETTLED
TX-PROC-202503110048-334999,TX-POS-202503110048-334999,CARD-39596,1.72,PURCHASE,2025-02-11 19:42:05,STORE-0512,POS-001,BATCH-STORE-0512-20250211-9,348014,SETTLED
TX-PROC-202503110048-416787,TX-POS-202503110048-416787,UYFJ-7352,0.0,BALANCE,2025-02-21 12:14:49,STORE-0512,POS-001,BATCH-STORE-0512-20250221-5,429432,SETTLED
TX-PROC-202503110048-205702,TX-POS-202503110048-205702,8178869496847205,5.99,REFUND,2025-02-25 18:50:46,STORE-0512,POS-002,BATCH-STORE-0512-20250225-1,ED1739,SETTLED
TX-PROC-202503110048-233587,TX-POS-202503110048-233587,CARD-83370,9.99,PURCHASE,2025-03-02 13:19:39,STORE-0512,POS-002,BATCH-STORE-0512-20250302-3,G32313,SETTLED
TX-PROC-202503110048-182272,TX-POS-202503110048-182272,CARD-76357,17.99,PURCHASE,2025-02-14 17:57:42,STORE-0512,POS-004,BATCH-STORE-0512-20250214-4,Z76997,SETTLED
TX-PROC-202503110048-702791,TX-POS-202503110048-702791,3913934822911714,0.0,BALANCE,2025-02-27 12:11:26,STORE-0512,POS-005,BATCH-STORE-0512-20250227-4,R54037,SETTLED
TX-PROC-202503110048-983431,TX-POS-202503110048-983431,3019563804898498,12.0,REFUND,2025-03-10 11:17:16,STORE-0512,POS-003,BATCH-STORE-0512-20250310-6,P38333,SETTLED
TX-PROC-202503110048-892619,TX-POS-202503110048-892619,DABD-9501,3.0,PURCHASE,2025-03-05 09:24:26,STORE-0512,POS-005,BATCH-STORE-0512-20250305-3,874263,SETTLED
TX-PROC-202503110048-149134,TX-POS-202503110048-149134,GC-STORE-0512-4341,1.0,REFUND,2025-03-06 18:43:57,STORE-0512,POS-005,BATCH-STORE-0512-20250306-4,IE9410,SETTLED
TX-PROC-202503110048-673145,TX-POS-202503110048-673145,1595784110320410,1.0,PURCHASE,2025-02-25 13:56:18,STORE-0512,POS-002,BATCH-STORE-0512-20250225-4,HW2689,SETTLED
TX-PROC-202503110048-343948,TX-POS-202503110048-343948,GC-STORE-0512-6938,9.77,PURCHASE,2025-02-14 14:53:35,STORE-0512,POS-005,BATCH-STORE-0512-20250214-3,337449,SETTLED
TX-PROC-202503110048-541463,TX-POS-202503110048-541463,WIFE-2593,6.22,REFUND,2025-02-21 11:17:39,STORE-0512,POS-004,BATCH-STORE-0512-20250221-5,B49444,SETTLED
TX-PROC-202503110048-733372,TX-POS-202503110048-733372,7164507918614899,4.99,PURCHASE,2025-02-19 12:56:35,STORE-0512,POS-002,BATCH-STORE-0512-20250219-4,U33134,SETTLED
TX-PROC-202503110048-497699,TX-POS-202503110048-497699,6382775463038948,36.99,PURCHASE,2025-03-01 11:26:08,STORE-0512,POS-003,BATCH-STORE-0512-20250301-7,E17416,SETTLED
TX-PROC-202503110048-888020,TX-POS-202503110048-888020,7623717283444087,6.11,PURCHASE,2025-03-11 11:02:10,STORE-0512,POS-003,BATCH-STORE-0512-20250311-2,NV7188,SETTLED
TX-PROC-202503110048-818467,TX-POS-202503110048-818467,FMMF-6739,19.0,PURCHASE,2025-03-08 16:50:34,STORE-0512,POS-002,BATCH-STORE-0512-20250308-6,I34119,SETTLED
TX-PROC-202503110048-092871,TX-POS-202503110048-092871,GC-STORE-0512-7310,13.0,PURCHASE,2025-03-01 11:44:10,STORE-0512,POS-002,BATCH-STORE-0512-20250301-6,DN0791,SETTLED
TX-PROC-202503110048-709939,TX-POS-202503110048-709939,AULN-4282,4.99,PURCHASE,2025-03-06 12:15:02,STORE-0512,POS-005,BATCH-STORE-0512-20250306-4,E33323,SETTLED
TX-PROC-202503110048-457507,TX-POS-202503110048-457507,5373789633672810,5.0,PURCHASE,2025-02-16 12:38:26,STORE-0512,POS-003,BATCH-STORE-0512-20250216-7,302929,SETTLED
TX-PROC-202503110048-504440,TX-POS-202503110048-504440,CARD-25432,27.99,PURCHASE,2025-02-16 11:38:59,STORE-0512,POS-004,BATCH-STORE-0512-20250216-3,694728,SETTLED
TX-PROC-202503110048-441146,TX-POS-202503110048-441146,KUIH-7621,1.99,PURCHASE,2025-02-09 11:47:50,STORE-0512,POS-001,BATCH-STORE-0512-20250209-4,O34127,SETTLED
TX-PROC-202503110048-058886,TX-POS-202503110048-058886,1113356146210329,19.0,REFUND,2025-02-16 18:52:05,STORE-0512,POS-002,BATCH-STORE-0512-20250216-1,KA6856,SETTLED
TX-PROC-202503110048-125517,TX-POS-202503110048-125517,GC-STORE-0512-1434,1.03,PURCHASE,2025-02-16 12:48:36,STORE-0512,POS-005,BATCH-STORE-0512-20250216-1,MH9593,SETTLED
TX-PROC-202503110048-735220,TX-POS-202503110048-735220,YSDP-2518,3.17,PURCHASE,2025-02-19 13:43:15,STORE-0512,POS-001,BATCH-STORE-0512-20250219-9,FI6342,SETTLED
TX-PROC-202503110048-539411,TX-POS-202503110048-539411,GC-STORE-0512-4341,1.31,PURCHASE,2025-03-03 17:01:21,STORE-0512,POS-005,BATCH-STORE-0512-20250303-5,T87778,SETTLED
TX-PROC-202503110048-342925,TX-POS-202503110048-342925,KRLW-5348,32.43,PURCHASE,2025-03-05 13:47:53,STORE-0512,POS-004,BATCH-STORE-0512-20250305-1,N63675,SETTLED
TX-PROC-202503110048-349383,TX-POS-202503110048-349383,YPGQ-6267,38.99,REFUND,2025-03-04 19:50:18,STORE-0512,POS-004,BATCH-STORE-0512-20250304-3,OO2592,SETTLED
TX-PROC-202503110048-986051,TX-POS-202503110048-986051,CARD-51492,16.5,REFUND,2025-03-03 11:23:34,STORE-0512,POS-004,BATCH-STORE-0512-20250303-6,758990,SETTLED
TX-PROC-202503110048-432480,TX-POS-202503110048-432480,9642334804273516,2.0,PURCHASE,2025-02-24 17:35:32,STORE-0512,POS-001,BATCH-STORE-0512-20250224-9,424573,SETTLED
TX-PROC-202503110048-761735,TX-POS-202503110048-761735,CCCF-2710,9.0,PURCHASE,2025-02-12 17:28:05,STORE-0512,POS-005,BATCH-STORE-0512-20250212-7,LG1686,SETTLED
TX-PROC-202503110048-599714,TX-POS-202503110048-599714,XFMY-7042,30.0,REFUND,2025-03-08 18:30:49,STORE-0512,POS-001,BATCH-STORE-0512-20250308-3,F58843,SETTLED
TX-PROC-202503110048-129021,TX-POS-202503110048-129021,CARD-35976,5.5,PURCHASE,2025-02-21 12:37:46,STORE-0512,POS-004,BATCH-STORE-0512-20250221-5,CN4134,SETTLED
TX-PROC-202503110048-957008,TX-POS-202503110048-957008,KRLW-5348,29.3,PURCHASE,2025-02-27 11:48:39,STORE-0512,POS-005,BATCH-STORE-0512-20250227-3,N88368,SETTLED
TX-PROC-202503110048-992849,TX-POS-202503110048-992849,5743343956837068,1.43,PURCHASE,2025-02-17 13:10:08,STORE-0512,POS-004,BATCH-STORE-0512-20250217-4,555592,SETTLED
TX-PROC-202503110048-675651,TX-POS-202503110048-675651,FHSB-2517,6.0,PURCHASE,2025-02-13 12:03:37,STORE-0512,POS-001,BATCH-STORE-0512-20250213-5,093977,SETTLED
TX-PROC-202503110048-086966,TX-POS-202503110048-086966,GC-STORE-0512-1824,1.31,PURCHASE,2025-02-24 19:08:50,STORE-0512,POS-001,BATCH-STORE-0512-20250224-6,377079,SETTLED
TX-PROC-202503110048-761945,TX-POS-202503110048-761945,6382775463038948,4.8,PURCHASE,2025-02-17 19:14:21,STORE-0512,POS-005,BATCH-STORE-0512-20250217-1,MC8931,SETTLED
TX-PROC-202503110048-923349,TX-POS-202503110048-923349,3431273005208039,6.69,PURCHASE,2025-02-28 12:33:46,STORE-0512,POS-001,BATCH-STORE-0512-20250228-1,U33467,SETTLED
TX-PROC-202503110048-237010,TX-POS-202503110048-237010,CARD-94966,1.0,PURCHASE,2025-03-09 11:09:40,STORE-0512,POS-001,BATCH-STORE-0512-20250309-8,E59889,SETTLED
TX-PROC-202503110048-315465,TX-POS-202503110048-315465,CARD-72746,4.16,REFUND,2025-03-05 19:10:26,STORE-0512,POS-001,BATCH-STORE-0512-20250305-6,G46202,SETTLED
TX-PROC-202503110048-210652,TX-POS-202503110048-210652,GC-STORE-0512-4831,30.99,REFUND,2025-03-04 11:17:15,STORE-0512,POS-003,BATCH-STORE-0512-20250304-9,YH0631,SETTLED
TX-PROC-202503110048-742406,TX-POS-202503110048-742406,8805511633211575,4.99,PURCHASE,2025-02-27 19:25:33,STORE-0512,POS-001,BATCH-STORE-0512-20250227-6,QL9328,SETTLED
TX-PROC-202503110048-531714,TX-POS-202503110048-531714,GC-STORE-0512-8257,1.99,PURCHASE,2025-03-11 19:08:46,STORE-0512,POS-003,BATCH-STORE-0512-20250311-1,311005,SETTLED
TX-PROC-202503110048-153011,TX-POS-202503110048-153011,CARD-49980,33.4,REFUND,2025-03-03 19:44:26,STORE-0512,POS-001,BATCH-STORE-0512-20250303-6,P11578,SETTLED
TX-PROC-202503110048-633202,TX-POS-202503110048-633202,CARD-19549,42.16,REFUND,2025-03-10 19:45:52,STORE-0512,POS-003,BATCH-STORE-0512-20250310-7,RQ1709,SETTLED
TX-PROC-202503110048-497563,TX-POS-202503110048-497563,GC-STORE-0512-8282,19.99,REFUND,2025-02-22 17:45:48,STORE-0512,POS-005,BATCH-STORE-0512-20250222-3,272271,SETTLED
TX-PROC-202503110048-791363,TX-POS-202503110048-791363,CARD-98286,17.0,PURCHASE,2025-03-05 09:30:58,STORE-0512,POS-002,BATCH-STORE-0512-20250305-9,XN9339,SETTLED
TX-PROC-202503110048-028961,TX-POS-202503110048-028961,2548216898423999,2.0,PURCHASE,2025-02-21 12:44:38,STORE-0512,POS-001,BATCH-STORE-0512-20250221-2,361794,SETTLED
TX-PROC-202503110048-059905,TX-POS-202503110048-059905,GC-STORE-0512-7693,3.99,PURCHASE,2025-02-12 04:13:24,STORE-0512,POS-004,BATCH-STORE-0512-20250211-4,OP2306,SETTLED
TX-PROC-202503110048-618908,TX-POS-202503110048-618908,BCJO-4282,3.0,PURCHASE,2025-02-26 12:24:13,STORE-0512,POS-003,BATCH-STORE-0512-20250226-2,QU3207,SETTLED
TX-PROC-202503110048-471840,TX-POS-202503110048-471840,GC-STORE-0512-6149,45.87,PURCHASE,2025-03-04 17:35:33,STORE-0512,POS-005,BATCH-STORE-0512-20250304-2,515788,SETTLED
TX-PROC-202503110048-678028,TX-POS-202503110048-678028,GC-STORE-0512-4175,3.99,REFUND,2025-03-02 11:30:01,STORE-0512,POS-004,BATCH-STORE-0512-20250302-2,K39230,SETTLED
TX-PROC-202503110048-504504,TX-POS-202503110048-504504,CARD-58666,2.99,REFUND,2025-03-05 22:54:51,STORE-0512,POS-002,BATCH-STORE-0512-20250305-1,158950,SETTLED
TX-PROC-202503110048-497128,TX-POS-202503110048-497128,8821391189037868,19.99,REFUND,2025-02-14 11:42:08,STORE-0512,POS-004,BATCH-STORE-0512-20250214-2,R50223,SETTLED
TX-PROC-202503110048-289773,TX-POS-202503110048-289773,2748169924005414,1.5,PURCHASE,2025-02-21 16:14:39,STORE-0512,POS-001,BATCH-STORE-0512-20250221-4,TR5076,SETTLED
TX-PROC-202503110048-004384,TX-POS-202503110048-004384,4746968598550019,1.2,PURCHASE,2025-02-16 18:25:08,STORE-0512,POS-003,BATCH-STORE-0512-20250216-8,V22125,SETTLED
TX-PROC-202503110048-052927,TX-POS-202503110048-052927,GC-STORE-0512-2412,3.5,REFUND,2025-02-09 12:33:42,STORE-0512,POS-005,BATCH-STORE-0512-20250209-8,VA5241,SETTLED
TX-PROC-202503110048-766248,TX-POS-202503110048-766248,3569471848532760,1.99,PURCHASE,2025-02-19 11:10:40,STORE-0512,POS-001,BATCH-STORE-0512-20250219-4,M03405,SETTLED
TX-PROC-202503110048-596171,TX-POS-202503110048-596171,GC-STORE-0512-9310,9.0,REFUND,2025-02-22 13:42:49,STORE-0512,POS-003,BATCH-STORE-0512-20250222-2,TI9368,SETTLED
TX-PROC-202503110048-619117,TX-POS-202503110048-619117,CRTP-9972,1.75,PURCHASE,2025-03-10 12:54:02,STORE-0512,POS-005,BATCH-STORE-0512-20250310-9,XA9257,SETTLED
TX-PROC-202503110048-818415,TX-POS-202503110048-818415,XCGW-2411,5.0,REFUND,2025-03-09 19:53:47,STORE-0512,POS-001,BATCH-STORE-0512-20250309-8,RQ7665,SETTLED
TX-PROC-202503110048-148704,TX-POS-202503110048-148704,GC-STORE-0512-9476,3.94,REFUND,2025-03-09 18:15:26,STORE-0512,POS-004,BATCH-STORE-0512-20250309-1,EM8697,SETTLED
TX-PROC-202503110048-551603,TX-POS-202503110048-551603,9304314061874025,16.0,PURCHASE,2025-02-20 18:00:35,STORE-0512,POS-002,BATCH-STORE-0512-20250220-2,XS9568,SETTLED
TX-PROC-202503110048-368162,TX-POS-202503110048-368162,1881628711663663,20.31,PURCHASE,2025-02-22 18:34:58,STORE-0512,POS-001,BATCH-STORE-0512-20250222-2,028174,SETTLED
TX-PROC-202503110048-866523,TX-POS-202503110048-866523,GC-STORE-0512-4243,40.99,REFUND,2025-02-23 14:29:26,STORE-0512,POS-001,BATCH-STORE-0512-20250223-2,681507,SETTLED
TX-PROC-202503110048-942143,TX-POS-202503110048-942143,4690807834091167,1.5,PURCHASE,2025-03-07 17:21:50,STORE-0512,POS-005,BATCH-STORE-0512-20250307-7,307961,SETTLED
TX-PROC-202503110048-923502,TX-POS-202503110048-923502,7696868943295955,0.0,BALANCE,2025-02-21 12:54:00,STORE-0512,POS-001,BATCH-STORE-0512-20250221-4,757905,SETTLED
TX-PROC-202503110048-584488,TX-POS-202503110048-584488,6966851239683688,4.17,PURCHASE,2025-02-20 11:00:47,STORE-0512,POS-005,BATCH-STORE-0512-20250220-5,TU4193,SETTLED
TX-PROC-202503110048-511202,TX-POS-202503110048-511202,LNCS-1731,22.99,REFUND,2025-02-27 11:12:48,STORE-0512,POS-004,BATCH-STORE-0512-20250227-3,RY6782,SETTLED
TX-PROC-202503110048-243638,TX-POS-202503110048-243638,CARD-94300,3.6,PURCHASE,2025-02-10 11:24:01,STORE-0512,POS-002,BATCH-STORE-0512-20250210-3,P64317,SETTLED
TX-PROC-202503110048-305594,TX-POS-202503110048-305594,CARD-96423,6.99,REFUND,2025-03-04 12:45:56,STORE-0512,POS-005,BATCH-STORE-0512-20250304-6,QL0580,SETTLED
TX-PROC-202503110048-550106,TX-POS-202503110048-550106,KRLW-5348,43.96,REFUND,2025-02-25 12:32:09,STORE-0512,POS-003,BATCH-STORE-0512-20250225-4,RJ1882,SETTLED
TX-PROC-202503110048-743436,TX-POS-202503110048-743436,CARD-80340,1.0,PURCHASE,2025-02-28 17:30:51,STORE-0512,POS-005,BATCH-STORE-0512-20250228-5,K60392,SETTLED
TX-PROC-202503110048-077402,TX-POS-202503110048-077402,6946345139416684,10.99,REFUND,2025-02-16 21:43:30,STORE-0512,POS-003,BATCH-STORE-0512-20250216-4,727318,SETTLED
TX-PROC-202503110048-463034,TX-POS-202503110048-463034,VWYJ-6503,2.5,PURCHASE,2025-02-23 12:13:08,STORE-0512,POS-002,BATCH-STORE-0512-20250223-8,LH3719,SETTLED
TX-PROC-202503110048-553426,TX-POS-202503110048-553426,CARD-95629,15.5,REFUND,2025-02-14 19:46:12,STORE-0512,POS-005,BATCH-STORE-0512-20250214-4,443728,SETTLED
TX-PROC-202503110048-344031,TX-POS-202503110048-344031,1352008556813222,8.99,REFUND,2025-02-09 14:31:10,STORE-0512,POS-004,BATCH-STORE-0512-20250209-3,JC1522,SETTLED
TX-PROC-202503110048-016088,TX-POS-202503110048-016088,CARD-77961,7.99,PURCHASE,2025-02-10 13:28:18,STORE-0512,POS-001,BATCH-STORE-0512-20250210-5,K80248,SETTLED
TX-PROC-202503110048-475642,TX-POS-202503110048-475642,8659542316099154,11.99,PURCHASE,2025-03-05 11:05:01,STORE-0512,POS-004,BATCH-STORE-0512-20250305-1,W60106,SETTLED
TX-PROC-202503110048-629960,TX-POS-202503110048-629960,2068699580937155,24.83,PURCHASE,2025-02-09 12:27:55,STORE-0512,POS-004,BATCH-STORE-0512-20250209-1,Q71196,SETTLED
TX-PROC-202503110048-352042,TX-POS-202503110048-352042,1620090976692438,1.99,PURCHASE,2025-02-23 18:50:23,STORE-0512,POS-004,BATCH-STORE-0512-20250223-2,468372,SETTLED
TX-PROC-202503110048-824267,TX-POS-202503110048-824267,8579110748542173,3.0,PURCHASE,2025-02-27 13:56:21,STORE-0512,POS-001,BATCH-STORE-0512-20250227-4,UE6164,SETTLED
TX-PROC-202503110048-628883,TX-POS-202503110048-628883,GHBM-5392,1.99,PURCHASE,2025-02-27 11:36:42,STORE-0512,POS-001,BATCH-STORE-0512-20250227-6,853322,SETTLED
TX-PROC-202503110048-489478,TX-POS-202503110048-489478,5071471616972288,8.99,REFUND,2025-03-08 11:39:03,STORE-0512,POS-001,BATCH-STORE-0512-20250308-1,UQ6024,SETTLED
TX-PROC-202503110048-920917,TX-POS-202503110048-920917,CARD-52662,2.0,PURCHASE,2025-03-07 11:10:41,STORE-0512,POS-004,BATCH-STORE-0512-20250307-6,701711,SETTLED
TX-PROC-202503110048-200356,TX-POS-202503110048-200356,GC-STORE-0512-7784,1.0,PURCHASE,2025-03-07 19:07:57,STORE-0512,POS-003,BATCH-STORE-0512-20250307-3,462442,SETTLED
TX-PROC-202503110048-295640,TX-POS-202503110048-295640,GC-STORE-0512-6478,7.14,REFUND,2025-02-19 11:53:32,STORE-0512,POS-004,BATCH-STORE-0512-20250219-7,AX8291,SETTLED
TX-PROC-202503110048-889070,TX-POS-202503110048-889070,GC-STORE-0512-2733,1.5,PURCHASE,2025-02-13 17:56:40,STORE-0512,POS-003,BATCH-STORE-0512-20250213-3,H61458,SETTLED
TX-PROC-202503110048-113076,TX-POS-202503110048-113076,GC-STORE-0512-2644,1.99,PURCHASE,2025-02-25 11:53:55,STORE-0512,POS-003,BATCH-STORE-0512-20250225-2,249376,SETTLED
TX-PROC-202503110048-107448,TX-POS-202503110048-107448,7333276549539071,6.99,PURCHASE,2025-03-02 12:16:20,STORE-0512,POS-002,BATCH-STORE-0512-20250302-6,I10618,SETTLED
TX-PROC-202503110048-574535,TX-POS-202503110048-574535,CARD-11654,1.48,PURCHASE,2025-03-10 09:36:41,STORE-0512,POS-001,BATCH-STORE-0512-20250310-4,K41923,SETTLED
TX-PROC-202503110048-219554,TX-POS-202503110048-219554,GC-STORE-0512-4965,40.28,PURCHASE,2025-02-23 13:06:52,STORE-0512,POS-001,BATCH-STORE-0512-20250223-8,J75267,SETTLED
TX-PROC-202503110048-869521,TX-POS-202503110048-869521,1607324296856410,1.68,PURCHASE,2025-03-10 17:22:37,STORE-0512,POS-002,BATCH-STORE-0512-20250310-9,820030,SETTLED
TX-PROC-202503110048-417884,TX-POS-202503110048-417884,GC-STORE-0512-1382,3.2,PURCHASE,2025-02-19 12:22:04,STORE-0512,POS-003,BATCH-STORE-0512-20250219-4,580386,SETTLED
TX-PROC-202503110048-415517,TX-POS-202503110048-415517,GC-STORE-0512-1864,8.99,PURCHASE,2025-02-14 13:51:05,STORE-0512,POS-003,BATCH-STORE-0512-20250214-3,W36502,SETTLED
TX-PROC-202503110048-901687,TX-POS-202503110048-901687,5038826205833393,1.04,PURCHASE,2025-02-13 13:14:17,STORE-0512,POS-001,BATCH-STORE-0512-20250213-3,VN4099,SETTLED
TX-PROC-202503110048-361857,TX-POS-202503110048-361857,3898842918219021,12.99,REFUND,2025-02-23 11:23:21,STORE-0512,POS-001,BATCH-STORE-0512-20250223-8,408967,SETTLED
TX-PROC-202503110048-175439,TX-POS-202503110048-175439,CARD-94898,13.99,PURCHASE,2025-03-06 12:53:22,STORE-0512,POS-004,BATCH-STORE-0512-20250306-3,LY8462,SETTLED
TX-PROC-202503110048-714996,TX-POS-202503110048-714996,9809118867217400,7.0,PURCHASE,2025-03-03 12:03:14,STORE-0512,POS-005,BATCH-STORE-0512-20250303-2,DD5452,SETTLED
TX-PROC-202503110048-280236,TX-POS-202503110048-280236,CARD-16073,1.5,PURCHASE,2025-03-07 12:30:50,STORE-0512,POS-004,BATCH-STORE-0512-20250307-7,RS8511,SETTLED
TX-PROC-202503110048-674945,TX-POS-202503110048-674945,5125101764789271,5.5,REFUND,2025-03-04 13:36:22,STORE-0512,POS-001,BATCH-STORE-0512-20250304-5,198622,SETTLED
TX-PROC-202503110048-197157,TX-POS-202503110048-197157,6375554017750088,5.99,PURCHASE,2025-02-17 18:39:46,STORE-0512,POS-002,BATCH-STORE-0512-20250217-6,240323,SETTLED
TX-PROC-202503110048-525946,TX-POS-202503110048-525946,GC-STORE-0512-6595,5.99,PURCHASE,2025-03-05 11:14:57,STORE-0512,POS-001,BATCH-STORE-0512-20250305-4,C37090,SETTLED
TX-PROC-202503110048-392585,TX-POS-202503110048-392585,8796188261083522,2.68,PURCHASE,2025-02-22 11:48:47,STORE-0512,POS-004,BATCH-STORE-0512-20250222-7,428011,SETTLED
TX-PROC-202503110048-578853,TX-POS-202503110048-578853,GC-STORE-0512-4006,2.0,PURCHASE,2025-03-08 11:59:51,STORE-0512,POS-005,BATCH-STORE-0512-20250308-4,079148,SETTLED
TX-PROC-202503110048-095458,TX-POS-202503110048-095458,FPFQ-6357,1.28,PURCHASE,2025-03-11 11:26:33,STORE-0512,POS-003,BATCH-STORE-0512-20250311-3,533470,SETTLED
TX-PROC-202503110048-918925,TX-POS-202503110048-918925,UTFV-6078,14.0,PURCHASE,2025-02-13 18:00:43,STORE-0512,POS-005,BATCH-STORE-0512-20250213-3,765850,SETTLED
TX-PROC-202503110048-003682,TX-POS-202503110048-003682,GC-STORE-0512-6721,7.99,PURCHASE,2025-02-24 13:24:28,STORE-0512,POS-001,BATCH-STORE-0512-20250224-8,UM7562,SETTLED
TX-PROC-202503110048-660314,TX-POS-202503110048-660314,CARD-53881,4.99,PURCHASE,2025-02-16 12:36:19,STORE-0512,POS-003,BATCH-STORE-0512-20250216-8,280353,SETTLED
TX-PROC-202503110048-612678,TX-POS-202503110048-612678,OLLF-8304,4.99,REFUND,2025-02-22 17:43:08,STORE-0512,POS-004,BATCH-STORE-0512-20250222-1,529154,SETTLED
TX-PROC-202503110048-073068,TX-POS-202503110048-073068,PTIN-7391,1.48,PURCHASE,2025-02-18 17:27:46,STORE-0512,POS-001,BATCH-STORE-0512-20250218-8,U12430,SETTLED
TX-PROC-202503110048-108891,TX-POS-202503110048-108891,ULXL-3765,9.99,REFUND,2025-02-11 12:55:59,STORE-0512,POS-002,BATCH-STORE-0512-20250211-9,603785,SETTLED
TX-PROC-202503110048-124296,TX-POS-202503110048-124296,CARD-85448,4.5,PURCHASE,2025-02-16 19:29:50,STORE-0512,POS-001,BATCH-STORE-0512-20250216-4,P73656,SETTLED
TX-PROC-202503110048-343597,TX-POS-202503110048-343597,GC-STORE-0512-1024,3.99,PURCHASE,2025-03-06 19:11:27,STORE-0512,POS-005,BATCH-STORE-0512-20250306-3,060466,SETTLED
TX-PROC-202503110048-307389,TX-POS-202503110048-307389,GC-STORE-0512-1069,10.0,REFUND,2025-02-14 13:35:58,STORE-0512,POS-004,BATCH-STORE-0512-20250214-5,424429,SETTLED
TX-PROC-202503110048-344371,TX-POS-202503110048-344371,GC-STORE-0512-1193,17.0,PURCHASE,2025-03-10 13:09:10,STORE-0512,POS-005,BATCH-STORE-0512-20250310-4,106054,SETTLED
TX-PROC-202503110048-921337,TX-POS-202503110048-921337,3614380858355128,2.28,REFUND,2025-02-13 13:10:03,STORE-0512,POS-003,BATCH-STORE-0512-20250213-2,O19974,SETTLED
TX-PROC-202503110048-902249,TX-POS-202503110048-902249,4993883745865043,1.0,PURCHASE,2025-02-14 21:37:33,STORE-0512,POS-001,BATCH-STORE-0512-20250214-7,975631,SETTLED
TX-PROC-202503110048-529611,TX-POS-202503110048-529611,CARD-97003,8.99,REFUND,2025-02-24 12:55:48,STORE-0512,POS-002,BATCH-STORE-0512-20250224-7,YH6406,SETTLED
TX-PROC-202503110048-963433,TX-POS-202503110048-963433,QYYK-8640,1.0,PURCHASE,2025-02-11 22:53:26,STORE-0512,POS-005,BATCH-STORE-0512-20250211-5,730521,SETTLED
TX-PROC-202503110048-273724,TX-POS-202503110048-273724,CARD-30189,2.99,PURCHASE,2025-02-14 11:17:55,STORE-0512,POS-002,BATCH-STORE-0512-20250214-5,UE3564,SETTLED
TX-PROC-202503110048-899095,TX-POS-202503110048-899095,CARD-41199,11.99,PURCHASE,2025-02-19 19:01:05,STORE-0512,POS-002,BATCH-STORE-0512-20250219-9,939626,SETTLED
TX-PROC-202503110048-672487,TX-POS-202503110048-672487,GC-STORE-0512-9248,2.0,PURCHASE,2025-02-12 19:04:16,STORE-0512,POS-001,BATCH-STORE-0512-20250212-1,A13160,SETTLED
TX-PROC-202503110048-777778,TX-POS-202503110048-777778,CARD-25432,7.17,PURCHASE,2025-02-22 18:15:09,STORE-0512,POS-002,BATCH-STORE-0512-20250222-2,636949,SETTLED
TX-PROC-202503110048-204638,TX-POS-202503110048-204638,ZLFP-4786,1.95,PURCHASE,2025-02-22 11:25:44,STORE-0512,POS-005,BATCH-STORE-0512-20250222-3,VX3746,SETTLED
TX-PROC-202503110048-864626,TX-POS-202503110048-864626,CARD-76846,6.99,REFUND,2025-02-10 11:09:38,STORE-0512,POS-003,BATCH-STORE-0512-20250210-3,KP3107,SETTLED
TX-PROC-202503110048-441928,TX-POS-202503110048-441928,CARD-76882,14.0,PURCHASE,2025-03-08 17:38:53,STORE-0512,POS-004,BATCH-STORE-0512-20250308-5,954225,SETTLED
TX-PROC-202503110048-093289,TX-POS-202503110048-093289,CARD-44021,2.0,REFUND,2025-02-27 18:49:59,STORE-0512,POS-001,BATCH-STORE-0512-20250227-4,B51445,SETTLED
TX-PROC-202503110048-056895,TX-POS-202503110048-056895,GC-STORE-0512-6381,25.48,REFUND,2025-02-20 12:57:24,STORE-0512,POS-003,BATCH-STORE-0512-20250220-8,799488,SETTLED
